study_identifier,participant.id_in_session,participant.code,participant.label,participant._current_page_name,participant.not_matched,session.code,consent.1.player.id_in_group,consent.1.player.prolific_id,consent.1.group.id_in_subsession,flip_task.1.player.num_heads,flip_task.1.player.total_guess_group_heads,flip_task.2.player.id_in_group,flip_task.2.player.payoff,flip_task.2.player.flip_time_seconds,flip_task.2.player.num_heads,flip_task.2.player.average_group_heads_reported,flip_task.2.player.treat,flip_task.2.player.treat_string,flip_task.2.player.not_matched,flip_task.2.group.id_in_subsession,flip_task.2.group.group_payoff,survey.1.player.bonus_cents,survey.1.player.most_common_head,survey.1.player.flip_misreporting,survey.1.player.flip_shirking,survey.1.player.household_satisfy,survey.1.player.attention_fatal,survey.1.player.bfi_is_reserved,survey.1.player.bfi_is_trust,survey.1.player.bfi_does_job,survey.1.player.bfi_is_relaxed,survey.1.player.bfi_active_imag,survey.1.player.bfi_is_social,survey.1.player.bfi_fault,survey.1.player.bfi_lazy,survey.1.player.bfi_nervous,survey.1.player.bfi_artistic,survey2.1.player.lie_misrepresent,survey2.1.player.lie_shirking,survey2.1.player.lie_significant_other,survey2.1.player.lie_dating,survey2.1.player.lie_taxes,survey2.1.player.misreport_time_seconds,survey2.1.player.misreport,survey2.1.player.misreport_justify,survey2.1.player.misreport_paste_status,Participant id,Status,Started at,Completed at,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status,avg_group_heads,flip_payoff,bonus_cent,final_bonus_dollars,survey2.1.player.misreport_justify_time_seconds,debrief.1.player.debrief_time_seconds,Unnamed: 0,bulk_approve
24_0923_Treat1_90,38,avgkrcuk,5a28bf2b8766a40001900b24,Debrief,,ooywy1zt,38,5a28bf2b8766a40001900b24,1,10000,19,3,60,62,6,10000,1,Treatment1,0,13,10000,0,7,74,41,7,0,5,2,2,1,1,2,3,4,6,6,0,0,0,0,0,1,0,There are none that could be justified in the reporting everyone should report their results accurately so as not to misrepresent or less up any research being conducted as part of this study. All should be honest.,FALSE,5a28bf2b8766a40001900b24,APPROVED,2024-09-23T21:44:04.565000Z,2024-09-23T21:49:06.079000Z,4077,40,Male,White,United States,United States,United States,English,No,Full-Time,,60,0,0.6,60,,37,yes
24_0923_Treat1_90,39,awh92csf,66abb1d19603aab212118aea,Debrief,,ooywy1zt,39,66abb1d19603aab212118aea,1,10000,13,1,40,35,4,10000,1,Treatment1,0,14,10000,0,4,70,70,3,0,3,4,2,2,1,2,2,3,4,3,0,0,0,0,0,9,0,"If someone was not prepared to have coins on hand, maybe they would estimate as best as they could. However, I believe that following the survey's instructions are crucial. These surveys are often scientific and in need of real responses.",FALSE,66abb1d19603aab212118aea,APPROVED,2024-09-23T21:44:32.347000Z,2024-09-23T21:54:13.102000Z,50,30,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED,,40,0,0.4,162,,38,yes
24_0923_Treat1_90,41,pahxmrxb,644a53ac09de69785b70ec16,Debrief,,ooywy1zt,41,644a53ac09de69785b70ec16,1,10000,16,2,40,269,4,10000,1,Treatment1,0,14,10000,10,5,19,23,5,0,3,3,1,3,1,2,5,2,2,5,0,0,0,0,0,8,0,"If someone had no hands to flip. Or maybe they did not have 25 cents. Maybe they don't use cash at all, so they didn't have a coin. Some people think it's funny to be a contrarian and don't follow directions.",FALSE,644a53ac09de69785b70ec16,APPROVED,2024-09-23T21:45:39.773000Z,2024-09-23T21:57:17.400000Z,1639,61,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,40,10,0.5,92,,40,yes
24_0923_Treat1_90,42,qfw1grhy,5c926d2a0ae1ea00156f71a0,Debrief,,ooywy1zt,42,5c926d2a0ae1ea00156f71a0,1,10000,15,1,60,48,6,10000,1,Treatment1,0,15,10000,0,6,58,26,10,0,1,4,1,2,2,2,3,4,2,2,0,0,0,0,0,6,0,"No circumstances. The amount of money that may be gained is not worth losing my soul because I lied! I don't know what else you want me to say. Lying, or misreporting is wrong, just wrong. There can be no justification for it, especially as this is done strictly for scientific purposes, and lying will just mess up the results.",FALSE,5c926d2a0ae1ea00156f71a0,APPROVED,2024-09-23T21:46:08.577000Z,2024-09-23T21:53:50.327000Z,7379,65,Female,White,United States,United States,United States,English,No,Part-Time,,60,0,0.6,98,,41,yes
24_0923_Treat1_90,43,i4fytsly,597761dfd5ddf60001d14b20,Debrief,,ooywy1zt,43,597761dfd5ddf60001d14b20,1,10000,16,3,60,51,6,10000,1,Treatment1,0,14,10000,10,5,10,25,7,0,5,5,1,2,2,5,1,5,3,2,0,5,50,0,0,7,0,"I feel because this is some sort of research, that people should be honest in their responses as it can have a negative effect on the survey. Being honest is just the right thing to do as we are here to help researchers.",FALSE,597761dfd5ddf60001d14b20,APPROVED,2024-09-23T21:45:57.402000Z,2024-09-23T21:52:49.263000Z,3427,39,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,Full-Time,,60,10,0.7,56,,42,yes
24_0923_Treat1_90,73,227h4nl0,6564eed77905c6a60f545d03,Debrief,,ooywy1zt,73,6564eed77905c6a60f545d03,1,10000,10,3,30,30,3,10000,1,Treatment1,0,24,10000,10,5,11,9,3,0,2,4,2,2,2,2,2,2,3,1,0,0,7,0,6,6,0,"I don't think you should misreport, but perhaps some people didn't have a coin? I don't see what use it would be to misreport, as you would have to keep up with all the lies you told during the survey. ",FALSE,6564eed77905c6a60f545d03,APPROVED,2024-09-23T21:46:36.544000Z,2024-09-23T21:56:13.844000Z,211,51,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,30,10,0.4,72,,44,yes
24_0923_Treat1_90,45,b4gpld9t,66d8b80aa7dd8260746f2761,Debrief,,ooywy1zt,45,66d8b80aa7dd8260746f2761,1,10000,15,1,40,62,4,10000,1,Treatment1,0,18,10000,0,6,25,15,4,0,2,2,2,3,2,4,4,3,2,2,3,3,10,10,0,23,0,"I could see misreporting happening when a person is on the fence between responses. There was likely a time or two where I was stuck deciding and went with what I was feeling in that moment, but maybe is not truly a representation of myself. That's why I chose 3% for myself because I am sure I chose one answer on gut feeling, but then thought about it later and realized it may not have truly fit. That would be the only justification in my eyes.",FALSE,66d8b80aa7dd8260746f2761,APPROVED,2024-09-23T21:46:41.031000Z,2024-09-23T22:00:02.278000Z,18,31,Female,White,United States,United States,United States,English,No,Full-Time,,40,0,0.4,197,,45,yes
24_0923_Treat1_90,46,9gup1szb,66b6a52e254b0021e8e40794,Debrief,,ooywy1zt,46,66b6a52e254b0021e8e40794,1,10000,18,2,50,32,5,10000,1,Treatment1,0,15,10000,10,5,70,65,2,0,3,4,2,2,2,3,4,3,5,1,0,1,1,0,0,8,0,Misreporting would only be justified if someone misunderstood the instructions for the task and wound up putting the wrong information. Another circumstance would be if someone was distracted while doing the task.,FALSE,66b6a52e254b0021e8e40794,APPROVED,2024-09-23T21:46:55.127000Z,2024-09-23T21:54:30.400000Z,95,21,Female,Black,United States,United States,United States,English,No,DATA_EXPIRED,,50,10,0.6,150,,46,yes
24_0923_Treat1_90,47,xsgc6x9h,5a8c2da3eea3d300016ea27c,Debrief,,ooywy1zt,47,5a8c2da3eea3d300016ea27c,1,10000,15,1,60,55,6,10000,1,Treatment1,0,16,10000,10,5,21,25,4,0,2,4,2,4,2,3,3,3,2,4,0,0,0,0,0,12,0,There are absolutely no circumstances that misreporting could be justified. I do not know why this has to be said in200 characters. I already said there are zero reasons this should be misreported. You should change this so it does not need to be 200 characters.,FALSE,5a8c2da3eea3d300016ea27c,APPROVED,2024-09-23T21:46:54.239000Z,2024-09-23T21:56:49.520000Z,5586,57,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,60,10,0.7,191,,47,yes
24_0923_Treat1_90,48,3ksvp14y,66de6f83164e12c3cc3ff8ae,Debrief,,ooywy1zt,48,66de6f83164e12c3cc3ff8ae,1,10000,20,1,60,17,6,10000,1,Treatment1,0,24,10000,0,6,42,3,7,0,2,3,1,4,1,3,2,4,2,4,0,0,0,0,10,10,0,I could have lost count but don’t believe I did. I didn’t write each flip down as I don’t have paper with me presently. I don’t know if I reached 200 words yet. It seems a bit excessive to have someone answer a simple question with so many words. ,FALSE,66de6f83164e12c3cc3ff8ae,APPROVED,2024-09-23T21:47:01.572000Z,2024-09-23T21:59:19.967000Z,13,45,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)",,60,0,0.6,173,,48,yes
24_0923_Treat1_90,49,mp6b2odl,66d4c64bfb150855203753d9,Debrief,,ooywy1zt,49,66d4c64bfb150855203753d9,1,10000,15,2,60,61,6,10000,1,Treatment1,0,18,10000,0,8,90,40,8,0,1,4,2,5,3,4,3,3,1,3,0,0,5,0,0,7,0,"Financially burdened, impoverished, strapped for cash, living under the boot of capitalism, out of work, trying to find employment that will pay more money, looking to get back at the man, eating the dog before the dog eats you",FALSE,66d4c64bfb150855203753d9,APPROVED,2024-09-23T21:47:13.492000Z,2024-09-23T21:55:57.845000Z,29,32,Female,Black,United States,United States,United States,English,No,Full-Time,,60,0,0.6,110,,49,yes
24_0923_Treat1_90,50,175tke76,6670297f1e47e468c3605ef4,Debrief,,ooywy1zt,50,6670297f1e47e468c3605ef4,1,10000,17,2,60,28,6,10000,1,Treatment1,0,16,10000,10,5,5,0,2,0,4,1,2,2,1,1,5,4,4,3,0,0,0,0,0,8,0,"I do not feel comfortable misreporting percentages, so i will not allow myself to. I will not gain anything from misreporting the percentages, so i should not even think about doing so. I am content with my percentage reporting.",FALSE,6670297f1e47e468c3605ef4,APPROVED,2024-09-23T21:47:15.280000Z,2024-09-23T21:57:42.911000Z,151,35,Male,White,United States,United States,United States,English,No,Full-Time,,60,10,0.7,145,,50,yes
24_0923_Treat1_90,51,niv10t54,66eb5adf63cae551875a7667,Debrief,,ooywy1zt,51,66eb5adf63cae551875a7667,1,10000,19,1,100,35,10,10000,1,Treatment1,0,17,10000,0,10,100,100,8,0,1,5,1,4,4,5,5,5,2,2,74,20,20,19,11,18,0," Finacial toughness: If i was to face a dire financial situation where the small reward could significantly improve the circumstances, i might feel compelled to misreport out of desperation. AND SO MANY WAYS WAYS OF MISREPORTING",TRUE,66eb5adf63cae551875a7667,APPROVED,2024-09-23T21:47:09.664000Z,2024-09-23T22:02:53.615000Z,13,63,Female,White,United States,United States,United States,English,No,Part-Time,,100,0,1,368,,51,yes
24_0923_Treat1_90,52,g9p15mxp,66afd96897e64ee0134b5410,Debrief,,ooywy1zt,52,66afd96897e64ee0134b5410,1,10000,9,1,30,25,3,10000,1,Treatment1,0,20,10000,0,4,70,34,6,0,5,2,5,1,1,2,2,1,5,5,0,0,4,0,0,9,0,I don't think it's ever really justified but like I guess I can understand some people not comprehending the directions or maybe losing track of what outcomes the flips were having but these are reasonings not justifications,FALSE,66afd96897e64ee0134b5410,APPROVED,2024-09-23T21:47:24.539000Z,2024-09-23T21:55:27.783000Z,107,32,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,30,0,0.3,57,,52,yes
24_0923_Treat1_90,53,lxer1jng,633771aad3cc89b3f422cc59,Debrief,,ooywy1zt,53,633771aad3cc89b3f422cc59,1,10000,15,3,40,53,4,10000,1,Treatment1,0,15,10000,0,8,80,70,10,0,2,2,2,2,4,3,4,2,3,2,10,0,10,30,0,10,0,Misreporting could be justified if the person did not understand the question being asked and mistakenly misreported something. There is no circumstance that I can think of where intentional misreporting would be justified.,FALSE,633771aad3cc89b3f422cc59,APPROVED,2024-09-23T21:46:22.505000Z,2024-09-23T21:52:32.156000Z,848,23,Male,Asian,United States,United States,United States,Gujarati,DATA_EXPIRED,DATA_EXPIRED,,40,0,0.4,84,,53,yes
24_0923_Treat1_90,55,b49z79xu,66d0af034d5d976dae9cca45,Debrief,,ooywy1zt,55,66d0af034d5d976dae9cca45,1,10000,12,2,50,65,5,10000,1,Treatment1,0,20,10000,10,5,65,25,2,0,3,1,1,1,1,3,5,5,4,3,11,10,0,0,0,6,0,The percentage that I reported was 50/50. I think pretty much everyone will get this outcome. To enhance the correct outcome of this scenario I would make everyone film the coin flips. You could also may add in a generated coin flipping app that is monitored by your team.,FALSE,66d0af034d5d976dae9cca45,APPROVED,2024-09-23T21:48:00.485000Z,2024-09-23T21:58:51.447000Z,60,33,Male,White,United States,United States,United States,English,No,Full-Time,,50,10,0.6,172,,54,yes
24_0923_Treat1_90,56,mgciu5om,667b0420c685160b2149dda5,Debrief,,ooywy1zt,56,667b0420c685160b2149dda5,1,10000,15,3,60,42,6,10000,1,Treatment1,0,16,10000,10,5,7,20,9,0,2,4,2,2,5,5,2,2,4,3,1,0,5,5,5,5,0,"Accidentally messing up keeping count. It was hard to track total heads & total flips in your head, might be off by one. UI error. I feel like my first input was recorded differently from what I entered. I entered 15, but the screen said 20.",TRUE,667b0420c685160b2149dda5,APPROVED,2024-09-23T21:48:10.227000Z,2024-09-23T21:53:46.825000Z,95,33,Female,Asian,Taiwan,United States,United States,Chinese,No,Unemployed (and job seeking),,60,10,0.7,119,,55,yes
24_0923_Treat1_90,57,ypr8x4f8,66f1b534d4608543f7ee0dbd,Debrief,,ooywy1zt,57,66f1b534d4608543f7ee0dbd,1,10000,15,1,50,50,5,10000,1,Treatment1,0,22,10000,0,6,10,15,7,0,2,1,1,2,2,2,4,3,5,2,0,0,5,0,0,6,0,I do not think misreporting would be justified in any scenario given the low amlunt of effort requored from the participant amd for the integrity of the study. Having an economics degree and working in data I know the value of quality data vs trash data,FALSE,66f1b534d4608543f7ee0dbd,APPROVED,2024-09-23T21:48:15.684000Z,2024-09-23T21:56:57.074000Z,0,24,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,0,0.5,88,,56,yes
24_0923_Treat1_90,67,7095l2qf,663cc73f823755023b78ccff,Debrief,,ooywy1zt,67,663cc73f823755023b78ccff,1,10000,15,1,40,43,4,10000,1,Treatment1,0,23,10000,10,5,60,76,4,0,1,4,2,2,2,3,3,5,5,2,0,0,20,0,0,7,0,misreporting couldn't be justified under any circumstances.  I did do the coin flips with a quarter and received 4 heads.  I am also a bit confused about this question and am not sure what answer is expected.,FALSE,663cc73f823755023b78ccff,APPROVED,2024-09-23T21:48:27.323000Z,2024-09-23T21:58:13.470000Z,14,45,Female,White,United States,United States,United States,English,Yes,Full-Time,,40,10,0.5,130,,59,yes
24_0923_Treat1_90,60,tslueezv,66c8ebb8c2c8d2b4d0424245,Debrief,,ooywy1zt,60,66c8ebb8c2c8d2b4d0424245,1,10000,18,3,50,77,5,10000,1,Treatment1,0,18,10000,10,5,30,30,3,0,3,2,2,3,2,2,3,2,4,4,0,0,0,0,0,7,0,I do not think that misreporting should ever be justified. If you cannot complete the task honestly and thoroughly then just move on. If I cannot complete a survey or its too long I just exit out. Lying and misreporting just is not justifiable ,FALSE,66c8ebb8c2c8d2b4d0424245,APPROVED,2024-09-23T21:48:31.768000Z,2024-09-23T21:55:53.175000Z,98,32,Female,White,United States,United States,United States,English,No,Full-Time,,50,10,0.6,86,,60,yes
24_0923_Treat1_90,61,7rbewrja,60fe16c296754941d7b089f6,Debrief,,ooywy1zt,61,60fe16c296754941d7b089f6,1,10000,15,3,60,26,6,10000,1,Treatment1,0,17,10000,0,6,7,97,1,0,2,1,1,4,2,2,1,1,1,1,1,0,0,70,0,10,0,If I didnt have access to a coin but used an online coin flipper. I think it would still be justified to answer the question as needed but it wouldnt be accurately following instructions considering its not a real coin flip.,FALSE,60fe16c296754941d7b089f6,APPROVED,2024-09-23T21:48:40.645000Z,2024-09-23T21:54:00.539000Z,179,23,Female,White,United States,United States,United States,English,No,Part-Time,,60,0,0.6,65,,61,yes
24_0923_Treat1_90,62,u3r8uhbi,66cbdc71508e78d751093d72,Debrief,,ooywy1zt,62,66cbdc71508e78d751093d72,1,10000,6,1,20,56,2,10000,1,Treatment1,0,21,10000,0,10,50,50,2,0,2,4,2,3,1,4,4,5,2,5,8,2,35,5,0,8,0,zero percent because I can tell these questions were currated very mindfully hoping for people that take them to be as honest as possible. And I appreciate this survery and it is defeinitly one of my favriotes so far since being on prolific defeinitly very entertaining,FALSE,66cbdc71508e78d751093d72,APPROVED,2024-09-23T21:48:54.747000Z,2024-09-23T21:59:06.284000Z,59,26,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking),,20,0,0.2,159,,62,yes
24_0923_Treat1_90,63,5hapf2i1,65c2510fa94c23aa2cc4de8b,Debrief,,ooywy1zt,63,65c2510fa94c23aa2cc4de8b,1,10000,16,3,40,37,4,10000,1,Treatment1,0,20,10000,10,5,61,23,2,0,4,1,1,2,2,4,4,3,2,3,0,0,0,0,0,9,0,misreporting could be justified if the number of flips (10) were miscounted. misreporting could be justified if i was not paying attention. misreporting could be justified  if i was distracted by my surroundings. ,FALSE,65c2510fa94c23aa2cc4de8b,APPROVED,2024-09-23T21:48:58.406000Z,2024-09-23T22:00:00.584000Z,412,50,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking),,40,10,0.5,308,,63,yes
24_0923_Treat1_90,64,oygqndy6,669ecc103e43370cd5ace699,Debrief,,ooywy1zt,64,669ecc103e43370cd5ace699,1,10000,16,1,70,73,7,10000,1,Treatment1,0,19,10000,0,7,80,50,7,0,1,1,1,1,1,4,3,4,2,2,0,0,0,25,0,7,0,"People who really needed the extra money could overreport the number of times that the coin landed on heads. Since it does not seem like this research study is of great consequence of than determining how many people are honest, they could probably do so without feeling much guilt.",FALSE,669ecc103e43370cd5ace699,APPROVED,2024-09-23T21:48:57.487000Z,2024-09-23T21:56:26.547000Z,224,44,Male,Mixed,United States,United States,United States,English,No,Full-Time,,70,0,0.7,139,,64,yes
24_0923_Treat1_90,66,hkyvfoz7,6633e26dceca437650127895,Debrief,,ooywy1zt,66,6633e26dceca437650127895,1,10000,20,2,40,17,4,10000,1,Treatment1,0,21,10000,10,5,25,75,3,0,2,2,2,4,2,2,5,4,2,5,14,2,40,9,5,7,0,"If someone was taking medication which affected their judgement to see things or understand something that they are required to read. This could also be applied to something that someone had to view, such as a short video.",FALSE,6633e26dceca437650127895,APPROVED,2024-09-23T21:49:08.181000Z,2024-09-23T22:00:37.719000Z,250,32,Female,Black,United States,United States,United States,English,No,Full-Time,,40,10,0.5,141,,66,yes
24_0923_Treat1_90,68,ic4066hu,604cc9e300e08e7db2983a03,Debrief,,ooywy1zt,68,604cc9e300e08e7db2983a03,1,10000,15,2,40,45,4,10000,1,Treatment1,0,19,10000,0,6,94,70,7,0,2,2,2,2,2,2,3,3,2,2,0,0,0,0,0,3,0,I do not understand this question and am trying explain in enough characters as try for the confusion maybe you should reword the question in the future to make it more clear because again I do not know what I was supposed to type here,FALSE,604cc9e300e08e7db2983a03,APPROVED,2024-09-23T21:49:20.709000Z,2024-09-23T21:56:14.897000Z,909,36,Female,White,United States,United States,United States,English,DATA_EXPIRED,"Not in paid work (e.g. homemaker', 'retired or disabled)",,40,0,0.4,179,,67,yes
24_0923_Treat1_90,69,o8sj9x8d,66b90d9c71ee40bb9aa1b45c,Debrief,,ooywy1zt,69,66b90d9c71ee40bb9aa1b45c,1,10000,16,3,30,23,3,10000,1,Treatment1,0,19,10000,0,6,81,87,4,0,2,2,2,4,1,2,2,4,2,3,0,0,21,0,0,7,0,There are no circumstances that it could be justified to misrepresent yourself on prolific. It would be unproffesional and a lie to misrepresent yourself while doing surveys you are being paid to do online.,FALSE,66b90d9c71ee40bb9aa1b45c,APPROVED,2024-09-23T21:49:23.709000Z,2024-09-23T21:56:39.820000Z,11,45,Female,White,United States,United States,United States,English,No,Full-Time,,30,0,0.3,174,,68,yes
24_0923_Treat1_90,70,3ev5ng7r,5589b65afdf99b118adfa595,Debrief,,ooywy1zt,70,5589b65afdf99b118adfa595,1,10000,15,1,50,8,5,10000,1,Treatment1,0,25,10000,10,5,60,60,1,0,5,3,2,1,1,1,3,2,5,3,5,4,0,10,6,8,0,"If the person didn't have a coin it could be justified.  Or if the person was in a place where they had to be quiet, like a library, then flipping a coin would be disruptive, and you wouldn't want to disturb others.",FALSE,5589b65afdf99b118adfa595,APPROVED,2024-09-23T21:49:33.050000Z,2024-09-23T21:55:24.764000Z,2116,32,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,50,10,0.6,67,,69,yes
24_0923_Treat1_90,71,5nnjr0qo,66c75aaf68881d4b4e1248b6,Debrief,,ooywy1zt,71,66c75aaf68881d4b4e1248b6,1,10000,21,1,40,66,4,10000,1,Treatment1,0,26,10000,10,5,56,56,6,0,2,3,2,3,2,4,4,2,2,2,0,0,11,0,51,8,0,While taking a research survey I dont believe any circumstance should be misreported because I try to give the most acurate and honest answer I can. I pay attention as much as possible and always read and answer the question fully. ,FALSE,66c75aaf68881d4b4e1248b6,APPROVED,2024-09-23T21:49:37.244000Z,2024-09-23T22:01:39.238000Z,121,49,Female,Other,United States,United States,United States,English,No,DATA_EXPIRED,,40,10,0.5,117,,70,yes
24_0923_Treat1_90,72,dzw4hmpq,5ec735fc4131bd17f438838c,Debrief,,ooywy1zt,72,5ec735fc4131bd17f438838c,1,10000,15,3,70,56,7,10000,1,Treatment1,0,21,10000,0,10,73,34,9,0,2,5,1,2,2,5,2,5,3,2,19,18,82,0,0,6,1,Maybe if someone used an AI generator to flip a coin? Or maybe if that person did not have access to a coin. Honestly who has coins theee days? I’ll be honest I used an app for this that generated a coin toss for me ,FALSE,5ec735fc4131bd17f438838c,APPROVED,2024-09-23T21:49:46.510000Z,2024-09-23T21:55:29.316000Z,1967,28,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED,,70,0,0.7,94,,71,yes
24_0923_Treat1_90,74,jc61k9i8,66f1b92214f71b3da9a6c778,Debrief,,ooywy1zt,74,66f1b92214f71b3da9a6c778,1,10000,15,2,50,13,5,10000,1,Treatment1,0,22,10000,0,4,70,100,1,0,2,2,2,2,2,4,2,2,2,2,50,20,0,0,0,11,0,if you did not have a coin. I think people are not using the 50/50 nature of coin flipping. it is obvious that it you have a 50% chance every time you flip the coin. but it seems as if people dont know this,FALSE,66f1b92214f71b3da9a6c778,APPROVED,2024-09-23T21:49:54.189000Z,2024-09-23T21:56:42.418000Z,6,27,Male,White,United States,United States,United States,English,No,DATA_EXPIRED,,50,0,0.5,158,,72,yes
